Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brazil,BR,BRA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.164,-0.201,0.159,-0.238,-0.09,0.026,0.046,-0.408,0.319,0.116,-0.151,0.087,0.41,-0.193,-0.148,-0.192,0.256,0.025,-0.014,0.299,0.182,0.269,0.473,0.299,0.112,0.299,0.721,0.48,0.166,0.48,0.492,0.435,0.525,0.623,0.808,0.53,0.738,1.267,0.566,0.538,0.802,1.082,0.983,0.824,1.158,0.831,0.981,0.731,0.946,1.134,0.833,1.067,0.963,1.205,1.61,1.544,1.432,1.179,1.54,1.452,1.149,0.997,1.648
