Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cambodia,KH,KHM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.038,-0.137,-0.293,0.18,-0.19,0.441,-0.095,-0.147,0.455,0.055,-0.486,0.014,0.322,-0.369,-0.048,-0.483,0.011,0.199,0.381,0.303,0.264,0.092,0.447,0.084,0.236,0.056,0.611,0.316,0.218,0.558,0.465,0.444,0.317,0.409,0.626,0.289,0.335,1.275,0.343,0.186,0.592,0.654,0.642,0.54,0.678,0.693,0.574,0.392,0.375,1.152,0.354,0.857,0.999,0.549,1.039,1.331,0.994,0.655,1.37,1.275,0.786,0.886,1.256
