"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-07-06","2014-07-12",2014,5932,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-07-13","2014-07-19",2014,5026,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-07-20","2014-07-26",2014,4699,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-07-27","2014-08-02",2014,4098,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-08-03","2014-08-09",2014,3702,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-08-10","2014-08-16",2014,3674,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-08-17","2014-08-23",2014,3632,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-08-24","2014-08-30",2014,3588,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-08-31","2014-09-06",2014,3989,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-09-07","2014-09-13",2014,4414,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-09-14","2014-09-20",2014,4346,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-09-21","2014-09-27",2014,4414,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-09-28","2014-10-04",2014,4747,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-10-05","2014-10-11",2014,4557,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-10-12","2014-10-18",2014,4568,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-10-19","2014-10-25",2014,4478,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-10-26","2014-11-01",2014,4115,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-11-02","2014-11-08",2014,4388,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-11-09","2014-11-15",2014,4446,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-11-16","2014-11-22",2014,4900,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-11-23","2014-11-29",2014,4504,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-11-30","2014-12-06",2014,4865,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-12-07","2014-12-13",2014,4964,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-12-14","2014-12-20",2014,4790,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2014-12-21","2014-12-27",2014,5354,"Probable","Admin0","Week","MOH-BRA-2014-Y01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-01-04","2015-01-10",2015,11751,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-01-11","2015-01-17",2015,15597,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-01-18","2015-01-24",2015,24146,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-01-25","2015-01-31",2015,30277,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-02-01","2015-02-07",2015,38725,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-02-08","2015-02-14",2015,39615,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-02-15","2015-02-21",2015,47672,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-02-22","2015-02-28",2015,59624,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-03-01","2015-03-07",2015,78887,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-03-08","2015-03-14",2015,91632,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-03-15","2015-03-21",2015,100447,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-03-22","2015-03-28",2015,92318,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-03-29","2015-04-04",2015,87022,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-04-05","2015-04-11",2015,103082,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-04-12","2015-04-18",2015,94220,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-04-19","2015-04-25",2015,93167,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-04-26","2015-05-02",2015,90847,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-05-03","2015-05-09",2015,79733,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-05-10","2015-05-16",2015,64716,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-05-17","2015-05-23",2015,51213,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-05-24","2015-05-30",2015,39502,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-05-31","2015-06-06",2015,31193,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-06-07","2015-06-13",2015,27220,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-06-14","2015-06-20",2015,22849,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-06-21","2015-06-27",2015,15825,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-06-28","2015-07-04",2015,12489,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-07-05","2015-07-11",2015,10389,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-07-12","2015-07-18",2015,9142,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-07-19","2015-07-25",2015,8609,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-07-26","2015-08-01",2015,7301,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-08-02","2015-08-08",2015,6732,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-08-09","2015-08-15",2015,6612,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-08-16","2015-08-22",2015,5776,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-08-23","2015-08-29",2015,5053,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-08-30","2015-09-05",2015,5162,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-09-06","2015-09-12",2015,5311,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-09-13","2015-09-19",2015,5397,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-09-20","2015-09-26",2015,5185,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-09-27","2015-10-03",2015,5492,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-10-04","2015-10-10",2015,5532,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-10-11","2015-10-17",2015,5603,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-10-18","2015-10-24",2015,6365,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-10-25","2015-10-31",2015,6847,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-11-01","2015-11-07",2015,9246,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-11-08","2015-11-14",2015,11636,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-11-15","2015-11-21",2015,13347,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-11-22","2015-11-28",2015,14382,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-11-29","2015-12-05",2015,18723,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-12-06","2015-12-12",2015,21570,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-12-13","2015-12-19",2015,21355,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-12-20","2015-12-26",2015,18293,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",10619,"BR-RO",1100015,"2015-12-27","2016-01-02",2015,12494,"Probable","Admin0","Week","MOH-BRA-2015-Y01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-01-03","2016-01-09",2016,72350,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-01"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-01-10","2016-01-16",2016,79969,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-02"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-01-17","2016-01-23",2016,88997,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-03"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-01-24","2016-01-30",2016,96367,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-04"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-01-31","2016-02-06",2016,106803,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-05"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-02-07","2016-02-13",2016,124867,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-06"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-02-14","2016-02-20",2016,146906,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-07"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-02-21","2016-02-27",2016,144865,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-08"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-02-28","2016-03-05",2016,140065,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-09"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-03-06","2016-03-12",2016,131088,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-10"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-03-13","2016-03-19",2016,123335,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-11"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-03-20","2016-03-26",2016,111645,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-12"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-03-27","2016-04-02",2016,121040,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-04-03","2016-04-09",2016,114628,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-04-10","2016-04-16",2016,101246,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-15"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-04-17","2016-04-23",2016,80600,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-16"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-04-24","2016-04-30",2016,65947,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-17"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-05-01","2016-05-07",2016,51531,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-18"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-05-08","2016-05-14",2016,39976,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-19"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-05-15","2016-05-21",2016,31719,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-20"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-05-22","2016-05-28",2016,22184,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-21"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-05-29","2016-06-04",2016,18741,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-22"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-06-05","2016-06-11",2016,15270,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-23"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-06-12","2016-06-18",2016,13162,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-24"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-06-19","2016-06-25",2016,10722,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-25"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-06-26","2016-07-02",2016,9545,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-26"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-07-03","2016-07-09",2016,8518,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-27"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-07-10","2016-07-16",2016,7703,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-28"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-07-17","2016-07-23",2016,6634,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-29"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-07-24","2016-07-30",2016,6021,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-30"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-07-31","2016-08-06",2016,5904,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-31"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-08-07","2016-08-13",2016,5494,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-32"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-08-14","2016-08-20",2016,5682,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-33"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-08-21","2016-08-27",2016,5081,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-34"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-08-28","2016-09-03",2016,4568,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-35"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-09-04","2016-09-10",2016,4518,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-36"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-09-11","2016-09-17",2016,4972,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-37"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-09-18","2016-09-24",2016,4737,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-38"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-09-25","2016-10-01",2016,4535,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-39"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-10-02","2016-10-08",2016,4561,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-40"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-10-09","2016-10-15",2016,5221,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-41"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-10-16","2016-10-22",2016,5945,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-42"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-10-23","2016-10-29",2016,5643,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-43"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-10-30","2016-11-05",2016,6070,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-44"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-11-06","2016-11-12",2016,6328,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-45"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-11-13","2016-11-19",2016,6801,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-46"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-11-20","2016-11-26",2016,7625,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-47"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-11-27","2016-12-03",2016,8074,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-48"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-12-04","2016-12-10",2016,8083,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-49"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-12-11","2016-12-17",2016,7450,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-50"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-12-18","2016-12-24",2016,6593,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-51"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2016-12-25","2016-12-31",2016,4153,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-52"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-01-01","2017-01-07",2017,11969,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-01"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-01-08","2017-01-14",2017,12690,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-02"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-01-15","2017-01-21",2017,13971,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-03"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-01-22","2017-01-28",2017,15414,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-04"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-01-29","2017-02-04",2017,16556,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-05"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-02-05","2017-02-11",2017,16810,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-06"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-02-12","2017-02-18",2017,17579,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-07"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-02-19","2017-02-25",2017,15063,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-08"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-02-26","2017-03-04",2017,16580,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-09"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-03-05","2017-03-11",2017,18737,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-10"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-03-12","2017-03-18",2017,18435,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-11"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-03-19","2017-03-25",2017,18988,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-12"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-03-26","2017-04-01",2017,18091,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-04-02","2017-04-08",2017,18837,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-04-09","2017-04-15",2017,17899,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-15"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-04-16","2017-04-22",2017,17742,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-16"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-04-23","2017-04-29",2017,15774,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-17"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-04-30","2017-05-06",2017,16108,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-18"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-05-07","2017-05-13",2017,15586,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-19"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-05-14","2017-05-20",2017,14776,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-20"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-05-21","2017-05-27",2017,12375,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-21"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-05-28","2017-06-03",2017,12245,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-22"
