Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Australia,AU,AUS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.158,0.132,-0.097,-0.015,0.147,-0.229,-0.081,-0.199,0.11,0.007,-0.01,0.103,0.841,-0.348,0.053,-0.52,0.164,0.058,0.345,0.843,0.446,0.138,0.582,-0.211,0.294,0.336,0.312,0.916,0.1,0.5,0.763,0.24,0.436,0.17,0.358,0.539,0.321,1.028,0.516,0.084,0.275,0.667,0.775,0.656,1.126,0.639,0.855,0.546,0.95,0.593,0.135,0.228,1.413,1.107,0.996,1.102,1.079,1.061,1.346,1.337,0.569,0.681,0.86
